gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
1347.435434,0,0.9957370758056641,0.2190428671358479,0.4210641934173426,1347.4355079999998-0 1347.43536-1,-113.19360344979147,6.246306999738901,230.33293266129408,19.973320132759937,15.140619176724798,-19.819963306384615,-0.46952314103116916,-0.05256207344378855,0.8813542128290505,-39.85228910742563,15.016921613592748,-20.064859393993807,-0.28091486457267134,-0.012388796981938677,0.959652727069255
1347.4394739999998,0,0.9544900059700012,0.21926944153138925,0.4199735090410077,1347.4355079999998-0 1347.44344-1,-111.90891970710345,6.430162684003559,227.9423925534158,19.973320132759937,15.140619176724798,-19.819963306384615,-0.46952314103116916,-0.05256207344378855,0.8813542128290505,-39.99174487086857,15.101624571228806,-19.888124984102106,-0.27848292569518673,-0.012026085024717859,0.9603658851579576
1347.443532,0,0.9544900059700012,0.21792820210117103,0.4193145578299583,1347.443624-0 1347.44344-1,-110.95356036161212,6.493081109417652,224.6472954519044,19.973320132759937,15.140619176724798,-19.819963306384615,-0.4717595167047598,-0.052915557884666425,0.8801380017544105,-39.99174487086857,15.101624571228806,-19.888124984102106,-0.27848292569518673,-0.012026085024717859,0.9603658851579576
1347.4474599999999,0,1.0,0.21775312366478206,0.4198017057309983,1347.443624-0 1347.451296-1,-112.05663598006147,6.442434016566576,226.70716277825517,19.973320132759937,15.140619176724798,-19.819963306384615,-0.4717595167047598,-0.052915557884666425,0.8801380017544105,-39.99174487086857,15.101624571228806,-19.888124984102106,-0.2802956648953263,-0.011843159968276784,0.9598406533393201
1347.4513619999998,1,1.0,0.21907757533362376,0.420158991794072,1347.4514279999999-0 1347.451296-1,-113.0197575897053,6.446606563760604,230.00938958108097,19.973320132759937,15.140619176724798,-19.819963306384615,-0.4695587485922965,-0.052071649398612585,0.881364354253872,-39.99174487086857,15.101624571228806,-19.888124984102106,-0.2802956648953263,-0.011843159968276784,0.9598406533393201
1347.4554165,1,1.0,0.21903249479275075,0.41919283305838073,1347.4514279999999-0 1347.4594049999998-1,-113.36687096424387,6.689179199832665,230.66354468915523,19.973320132759937,15.140619176724798,-19.819963306384615,-0.4695587485922965,-0.052071649398612585,0.881364354253872,-39.99174487086857,15.101624571228806,-19.888124984102106,-0.2808497861151365,-0.009888768417529337,0.9597007918608103
1347.461628,1,1.0,0.216741475451865,0.4150007736925795,1347.463851-0 1347.4594049999998-1,-111.65649411029445,7.482419581937897,224.8541027027251,19.973320132759937,15.140619176724798,-19.819963306384615,-0.47348312148125593,-0.04751693812916437,0.8795202523325976,-39.99174487086857,15.101624571228806,-19.888124984102106,-0.2808497861151365,-0.009888768417529337,0.9597007918608103
1347.4659419999998,1,1.0,0.21691705774694792,0.4146408655352942,1347.463851-0 1347.4680329999999-1,-110.55097608692384,7.493723892226779,222.79877711862275,19.973320132759937,15.140619176724798,-19.819963306384615,-0.47348312148125593,-0.04751693812916437,0.8795202523325976,-39.99174487086857,15.101624571228806,-19.888124984102106,-0.279013976659601,-0.0103059673278465,0.9602317365438579
1347.4699529999998,1,1.0,0.22083196526193113,0.41792715609950726,1347.471873-0 1347.4680329999999-1,-113.39507277750427,7.030183738983829,232.57314606566365,19.973320132759937,15.140619176724798,-19.819963306384615,-0.466899999374498,-0.048767015016569396,0.8829644210445103,-39.99174487086857,15.101624571228806,-19.888124984102106,-0.279013976659601,-0.0103059673278465,0.9602317365438579
1347.4735965,1,1.0,0.2209084964129108,0.4173654682321971,1347.471873-0 1347.47532-1,-112.92184588443267,7.133315048162929,231.67812121714144,19.973320132759937,15.140619176724798,-19.819963306384615,-0.466899999374498,-0.048767015016569396,0.8829644210445103,-39.99174487086857,15.101624571228806,-19.888124984102106,-0.2782656228921518,-0.009767492275400413,0.9604544961689194
