gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
342391.20348100003,0,0.9622535705566406,0.3030091593404532,0.3495906550404213,342391.201506-0 342391.205456-1,-74.85256922425863,21.672606561061485,230.656134297216,17.821709809325966,11.981952889284742,-23.996331758334748,-0.34280399935181816,0.009428431566523829,0.9393596343821645,-40.16887026389844,14.621556228826734,-20.16557505104284,-0.13571764971474323,0.05412271459996157,0.989268139242459
342391.20762899995,0,0.9622535705566406,0.30440702112883755,0.349271809468485,342391.20980199997-0 342391.205456-1,-75.28068608686905,22.027948094021745,233.84113384356644,17.821709809325966,11.981952889284742,-23.996331758334748,-0.34040136067014903,0.011349911005464022,0.9402117278432977,-40.16887026389844,14.621556228826734,-20.16557505104284,-0.13571764971474323,0.05412271459996157,0.989268139242459
342391.2115935,0,1.0,0.3043611200428307,0.34955960084638127,342391.20980199997-0 342391.213385-1,-75.44028345940096,22.00504279558061,234.2804751809697,17.821709809325966,11.981952889284742,-23.996331758334748,-0.34040136067014903,0.011349911005464022,0.9402117278432977,-40.16887026389844,14.621556228826734,-20.16557505104284,-0.1361022093730445,0.05383715658414623,0.9892308876974625
342391.2154955,0,1.0,0.3029368489452353,0.3506035356192039,342391.21760599996-0 342391.213385-1,-75.01732136610084,21.488831673272067,231.08737253607168,17.821709809325966,11.981952889284742,-23.996331758334748,-0.34285677994122954,0.00820428266337235,0.9393518606966776,-40.16887026389844,14.621556228826734,-20.16557505104284,-0.1361022093730445,0.05383715658414623,0.9892308876974625
342391.2195285,0,0.967717319726944,0.303174009332705,0.35073132959075026,342391.21760599996-0 342391.22145099996-1,-74.04182289029295,21.207854621898335,228.39516002977666,17.821709809325966,11.981952889284742,-23.996331758334748,-0.34285677994122954,0.00820428266337235,0.9393518606966776,-40.16887026389844,14.621556228826734,-20.16557505104284,-0.13378236535845253,0.052350228074159705,0.9896270673034772
342391.22387899994,1,0.967717319726944,0.30480940843377363,0.3521983134807499,342391.226307-0 342391.22145099996-1,-74.56722354518973,21.21790389847936,232.2191845390962,17.821709809325966,11.981952889284742,-23.996331758334748,-0.34006715107904567,0.007407604975924298,0.9403719796684193,-40.16887026389844,14.621556228826734,-20.16557505104284,-0.13378236535845253,0.052350228074159705,0.9896270673034772
342391.228097,1,0.9811958968639374,0.3047181308846557,0.35400605047707545,342391.226307-0 342391.229887-1,-74.7513475677932,20.859257421572167,232.7035282470435,17.821709809325966,11.981952889284742,-23.996331758334748,-0.34006715107904567,0.007407604975924298,0.9403719796684193,-40.16887026389844,14.621556228826734,-20.16557505104284,-0.1343044115467115,0.049521789113807224,0.9897019336356068
342391.232097,1,0.9811958968639374,0.3074231343286555,0.3558464996322299,342391.234307-0 342391.229887-1,-75.64955867652864,20.996252761619,239.2627811839002,17.821709809325966,11.981952889284742,-23.996331758334748,-0.33542566570410964,0.0070493063149935226,0.9420403017214456,-40.16887026389844,14.621556228826734,-20.16557505104284,-0.1343044115467115,0.049521789113807224,0.9897019336356068
342391.235918,1,0.9515397846698761,0.3076306516712274,0.3551398336266198,342391.234307-0 342391.237529-1,-74.86600857912748,20.96122574607284,237.05890123314373,17.821709809325966,11.981952889284742,-23.996331758334748,-0.33542566570410964,0.0070493063149935226,0.9420403017214456,-40.16887026389844,14.621556228826734,-20.16557505104284,-0.13247491425436791,0.04974699556799572,0.989937186656434
342391.239573,1,0.9515397846698761,0.3068353682358283,0.3539581623721163,342391.24161699996-0 342391.237529-1,-74.59124288013544,21.060163855139184,235.07331007840452,17.821709809325966,11.981952889284742,-23.996331758334748,-0.3367851102386163,0.008213545077876513,0.9415457116884005,-40.16887026389844,14.621556228826734,-20.16557505104284,-0.13247491425436791,0.04974699556799572,0.989937186656434
